一望无际,yi1 wang4 wu2 ji4,as far as the eye can see (idiom)
家景,jia1 jing3,the family's financial circumstances
郑重,zheng4 zhong4,serious
供品,gong4 pin3,offering
祭器,ji4 qi4,ritual dishes
讲究,jiang3 jiu5,to pay particular attention to
盼望,pan4 wang4,to hope for
厨房,chu2 fang2,kitchen
毡帽,zhan1 mao4,felt hat
项圈,xiang4 quan1,necklace
刺猬,ci4 wei5,hedgehog
伶俐,ling2 li4,clever
经历,jing1 li4,experience
潮汛,chao2 xun4,tidal flood
