妒忌,du4 ji4,to be jealous of (sb's achievements etc)
委托,wei3 tuo1,to entrust
照办,zhao4 ban4,to follow the rules
预计,yu4 ji4,to forecast
紧急,jin3 ji2,urgent
军令状,jun1 ling4 zhuang4,military order
探听,tan4 ting1,to make inquiries
私自,si1 zi4,private
布置,bu4 zhi4,to put in order
调度,diao4 du4,to dispatch (vehicles- staff etc)
呐喊,na4 han3,shout
神机妙算,shen2 ji1 miao4 suan4,divine strategy and wonderful planning (idiom)
