甚至,shènzhì    ,(go) so far as to
顽皮,wánpí,naughty
故事,gùshì,story
脖子,bózi,neck
扑打,pūdǎ,to beat
忙乱,mángluàn,busy
大概,dàgài,ungefähr
助威,zhùwēi       ,to cheer
婚礼,hūnlǐ,wedding
结实,jiēshi,solid
汉子,hànzi,man
可笑,kěxiào,ridiculous
无缘无故,wúyuán wúgù,for no reason
平白,píngbái,plain white
